id,street,zip,saledate,price,bedrooms,squarefeet,lotsize,yearbuilt,condolike,latitude,longitude
78506,1806 28th Avenue,94122,2008-03-14,300000,2,1519,2685,1939,0,37.753573,-122.485836
64188,1808 20th Street,94107,2008-06-17,967000,2,1400,NA,1978,0,37.7598678,-122.3992567
74863,1808 Greenwich Street,94123,2008-04-10,1350000,3,2200,NA,1981,0,37.799963,-122.429775
36306,181 College Avenue,94112,2008-11-20,624500,0,1366,2482,1915,0,37.735442,-122.425398
52899,181 Cresta Vista Drive,94127,2008-08-27,1025000,3,2400,2792,1989,0,37.735677,-122.455849
59822,181 Divisadero Street,94117,2008-07-11,1500000,3,1881,6004,1912,0,37.770007,-122.437105
74899,1810 Greenwich Street,94123,2008-04-10,1450000,5,2594,NA,1981,0,37.799749,-122.4297399
75110,1810 Polk Street #511,94109,2008-04-08,930000,2,1092,NA,NA,1,37.793685,-122.420948
80155,1817 California Street #2H,94109,2008-02-29,670000,1,787,880,1960,1,37.789584,-122.424523
74693,1818 20th Avenue,94122,2008-04-11,930000,NA,NA,NA,1923,0,37.753792,-122.477188
65797,1818 36th Avenue,94122,2008-06-06,848000,NA,NA,NA,1947,0,37.753034,-122.494334
68741,182 Cayuga Avenue,94112,2008-05-20,729000,NA,NA,NA,1931,0,37.730862,-122.43276
57309,182 Farallones Street,94112,2008-07-31,595000,NA,NA,NA,1938,0,37.714181,-122.458348
6608,182 Sagamore Street,94112,2009-06-04,455000,4,1570,3123,1949,0,37.71156,-122.458545
66019,1820 Vallejo Street #202,94123,2008-06-05,679000,NA,NA,NA,1965,1,37.796453,-122.427692
40991,1821 15th Street #19,94103,2008-10-24,790000,0,1111,NA,2000,1,37.766244,-122.424637
77256,1822 38th Avenue,94122,2008-03-25,900000,3,2108,2996,1941,0,37.752828,-122.496468
68624,1824 Taylor Street,94133,2008-05-21,3198000,NA,NA,NA,1914,0,37.79932,-122.413779
37580,1825 15th Avenue,94122,2008-11-13,1058000,2,1826,4208,1938,0,37.753768,-122.472262
81148,1828 Eddy Street #7,94115,2008-02-22,552000,NA,NA,NA,2000,1,37.7806678,-122.4384138
81384,1829 Fulton Street,94117,2008-02-21,1800000,NA,NA,NA,1917,0,37.775499,-122.447005
60116,1829 Turk Street #2,94115,2008-07-10,642000,5,2356,4792,1980,1,37.779226,-122.439849
51519,183 Forest View Drive,94132,2008-08-29,850000,2,1763,2495,1941,0,37.73128,-122.483828
55187,1834 Golden Gate Avenue,94115,2008-08-14,1035000,0,NA,3699,NA,0,37.7784568,-122.4408156
55257,1835 Golden Gate Avenue #1,94115,2008-08-14,642500,NA,NA,NA,NA,1,37.778153,-122.4408
38812,1838 Larkin Street #2,94109,2008-11-04,1705000,0,3020,1372,1915,1,37.79474,-122.419656
75602,1839 15th Street #258,94103,2008-04-03,629000,2,978,NA,1983,1,37.765478,-122.424906
66054,1839 15th Street #365,94103,2008-06-04,620000,2,965,NA,1983,1,37.765478,-122.424906
59418,1839 15th Street #366,94103,2008-07-16,611000,3,1260,436,1983,1,37.765478,-122.424906
44173,1839 Taylor Street,94133,2008-10-08,812000,0,1017,NA,1907,0,37.7994159,-122.414033
18530,1842 10th Avenue,94122,2009-03-23,509000,0,920,3000,1908,0,37.753852,-122.466501
59964,1843 Taylor Street,94133,2008-07-10,1020000,3,1192,5662,1907,0,37.7994689,-122.4140451
55188,1844 25th Avenue,94122,2008-08-14,925000,0,1854,3000,1938,0,37.753076,-122.482509
30109,1845 Golden Gate Avenue #1,94115,2008-12-24,625000,0,834,3781,1926,1,37.778141,-122.440894
73169,1846 Palou Avenue,94124,2008-04-22,530000,2,1095,2313,1910,0,37.737077,-122.395861
27746,185 Alpine Terrace,94117,2009-01-14,1085000,0,2250,1842,1906,0,37.767554,-122.437103
8453,185 Corwin Street,94114,2009-05-27,1900000,0,1524,1498,1957,0,37.757877,-122.440931
9346,1850 31st Avenue,94122,2009-05-21,670000,0,1024,2996,1943,0,37.752738,-122.489088
24303,1855 Jones Street,94109,2009-02-10,2395000,4,2573,NA,1939,0,37.7984419,-122.4155842
52722,1855 Sacramento Street #4,94109,2008-08-27,799000,2,1456,NA,1916,1,37.790911,-122.423374
8632,186 Desmond Street,94134,2009-05-26,480000,0,1212,1581,1940,0,37.709474,-122.405984
70995,186 Francisco Street #1,94133,2008-05-05,2450000,2,2104,NA,1988,1,37.805549,-122.408337
56565,186 Francisco Street #4,94133,2008-08-06,2500000,3,3163,NA,1988,1,37.805401,-122.408391
32779,186 Ralston Street,94132,2008-12-11,430000,0,875,1873,1939,0,37.715847,-122.468683
65785,1860 Washington Street #304,94109,2008-06-06,835000,2,1284,NA,1984,1,37.793189,-122.423934
73168,1866 35th Avenue,94122,2008-04-22,765000,2,1225,2996,1941,0,37.75226,-122.493204
66700,1868 17th Avenue,94122,2008-05-30,860000,NA,NA,NA,1926,0,37.753124,-122.473921
36305,187 Wilson Street,94112,2008-11-20,510000,2,840,2487,1923,0,37.708801,-122.460996
72620,1874 26th Avenue,94122,2008-04-25,865000,NA,NA,NA,1939,0,37.752547,-122.48355
49935,1878 26th Avenue,94122,2008-09-10,745000,0,1375,2996,1939,0,37.752478,-122.483545
80169,1879 26th Avenue,94122,2008-02-29,1015000,4,1775,2996,1939,0,37.752452,-122.484202
15929,188 Haight Street,94102,2009-04-08,1215000,4,4000,2700,1883,0,37.772915,-122.425236
77048,188 King Street #303,94107,2008-03-26,925000,NA,NA,NA,2006,1,37.778551,-122.391686
70633,188 Minna Street #23E,94105,2008-05-07,3855000,3,2573,NA,2005,1,37.7860114,-122.4012896
16047,188 Minna Street #25D,94105,2009-04-07,2500000,2,1792,NA,2005,1,37.786217,-122.401246
81377,188 Minna Street #33C,94105,2008-02-21,2700000,NA,NA,NA,2005,1,37.7860114,-122.4012896
62716,188 Minna Street #37B,94105,2008-06-25,2500000,2,1639,NA,2005,1,37.7860114,-122.4012896
57771,188 South Park Street #6,94107,2008-07-29,1100000,3,1004,5227,2002,1,37.780896,-122.395055
65523,1880 Minna Street,94102,2008-06-09,2600000,2,1805,NA,2005,0,37.779481,-122.409507
51092,1880 Steiner Street #307,94115,2008-09-03,765000,2,983,NA,1999,1,37.7866372,-122.4350686
31779,1880 Steiner Street #403,94115,2008-12-17,820000,0,1569,NA,1999,1,37.7866372,-122.4350686
37953,1880 Vallejo Street #4,94123,2008-11-10,975000,2,1289,NA,1939,1,37.796258,-122.428134
51099,1889 Green Street #1891,94123,2008-09-03,2625000,0,2174,2325,1900,1,37.796585,-122.430082
40473,1890 Green Street,94123,2008-10-28,1322500,3,1600,NA,1905,0,37.796956,-122.430092
78687,1891 39th Avenue,94122,2008-03-12,762000,NA,NA,NA,1954,0,37.751631,-122.49805
28726,1894 31st Avenue,94122,2009-01-06,387500,0,1000,1746,1945,0,37.751962,-122.488962
10631,1895 Pacific Avenue #402,94109,2009-05-14,815000,1,1180,NA,1931,1,37.794168,-122.426243
74557,1896 Pacific Avenue #502,94109,2008-04-11,2400000,NA,NA,NA,1924,1,37.794706,-122.426347
79418,19 Clairview Court,94131,2008-03-06,850000,3,1684,2805,1958,0,37.75445,-122.450882
78835,19 Delmar Street,94117,2008-03-11,1940000,4,2463,2000,1890,0,37.768728,-122.44604
79122,19 Gladeview Way,94131,2008-03-07,795000,0,1291,4464,1956,0,37.750289,-122.450808
30931,19 Medau Place,94133,2008-12-19,495000,2,750,NA,1908,0,37.801787,-122.408327
64619,19 Parsons Street,94118,2008-06-13,1650000,NA,NA,NA,1905,0,37.775261,-122.455632
65099,19 Porter Street,94110,2008-06-11,635000,NA,NA,NA,1907,0,37.734283,-122.417972
67262,190 Cervantes Boulevard #103,94123,2008-05-29,575000,NA,NA,NA,1992,1,37.804961,-122.440363
50509,190 Newton Street,94112,2008-09-05,562500,3,2520,2996,1916,0,37.712186,-122.438452
64260,190 Rey Street,94134,2008-06-17,538000,3,1177,2000,1945,0,37.711116,-122.412437
71351,1901 Jackson Street #1,94109,2008-05-01,3375000,6,5333,NA,1900,1,37.7934927,-122.4263573
81443,1905 Laguna Street #202,94115,2008-02-20,550000,1,784,795,1924,1,37.788718,-122.429036
78505,1907 Page Street,94117,2008-03-14,1025000,NA,NA,NA,1900,0,37.770028,-122.45234
20170,1908 16th Avenue,94116,2009-03-11,1000000,3,2720,4460,1937,0,37.752272,-122.472772
63915,191 Corona Street,94127,2008-06-18,1320000,4,2400,6589,1923,0,37.7252104,-122.4662832
69206,191 Ralston Street,94132,2008-05-16,640000,4,1382,1875,1927,0,37.715919,-122.46915
75389,1910 11th Avenue,94116,2008-04-04,710000,NA,NA,NA,1941,0,37.752487,-122.467434
53023,1910 Golden Gate Avenue,94115,2008-08-26,984500,0,1000,2495,1900,0,37.77846,-122.442467
32658,1911 31st Avenue,94116,2008-12-11,701000,0,1075,1476,1942,0,37.751512,-122.489419
79048,1914 Pine Street #3,94109,2008-03-10,800000,1,1180,NA,1906,1,37.788976,-122.427828
19089,1914 Pine Street #4,94109,2009-03-18,665000,1,1190,NA,1906,1,37.788884,-122.42745
26247,1915 15th Avenue,94116,2009-01-27,1500000,0,2830,5776,1940,0,37.752189,-122.472321
36627,1915 Geneva Avenue,94134,2008-11-19,462000,2,1010,1873,1944,0,37.70915,-122.422572
42258,1918 29th Avenue,94116,2008-10-17,383000,3,1163,2996,1938,0,37.7515,-122.486696
37952,1918 45th Avenue,94116,2008-11-10,751000,2,1162,2996,1946,0,37.750667,-122.504014
65786,1919 Octavia Street #1,94109,2008-06-06,1425000,2,1595,NA,1921,1,37.790118,-122.427698
60158,192 Downey Street,94117,2008-07-09,929000,NA,NA,NA,1900,0,37.7654972,-122.4469016
28754,192 Ney Street #V,94112,2009-01-06,250000,0,NA,2021,NA,1,37.729953,-122.426235
11576,192 Twin Peaks Boulevard,94114,2009-05-08,1765000,3,2192,2491,1977,0,37.75924,-122.448167
79417,1920 Ocean Avenue #3A,94127,2008-03-06,495000,0,937,NA,1987,1,37.72581,-122.462992
62210,1925 17th Avenue,94116,2008-06-27,960000,3,1500,3149,1932,0,37.751922,-122.474483
7889,1927 Alemany Boulevard #V,94112,2009-05-29,290000,0,NA,2500,NA,1,37.721108,-122.438797
16439,1927 McAllister Street,94115,2009-04-03,1705000,0,6230,3438,1900,0,37.776958,-122.443805
16438,193 Sagamore Street,94112,2009-04-03,550000,0,1165,1498,1947,0,37.71122,-122.458776
17107,1930 Mission Street #303,94103,2009-03-31,496000,0,781,NA,1993,1,37.766096,-122.419937
9789,1931 Grant Avenue #3,94133,2009-05-19,455000,0,473,NA,1912,1,37.804884,-122.408472
17668,1934 19th Avenue,94116,2009-03-27,849000,4,2740,2247,1945,0,37.751664,-122.47609
80167,1934 47th Avenue,94116,2008-02-29,620000,2,1050,3000,1941,0,37.750374,-122.505972
79546,194 Eureka Street,94114,2008-03-05,1350000,NA,NA,NA,1912,0,37.759266,-122.438375
48714,194 Guttenberg Street,94112,2008-09-17,575000,0,1025,1989,1923,0,37.710584,-122.443611
41124,1941 Leavenworth Street,94133,2008-10-24,2000000,0,2752,4011,1908,0,37.799063,-122.417462
21809,1942 10th Avenue,94116,2009-02-27,810000,3,1965,3000,1926,0,37.75199,-122.466214
79108,1942 30th Avenue,94116,2008-03-07,770000,0,1320,2996,1940,0,37.751041,-122.48774
4961,1945 Eddy Street,94115,2009-06-12,1100000,0,3150,3436,1900,0,37.780342,-122.439653
20771,1945 Washington Street #304,94109,2009-03-06,700000,2,977,NA,1987,1,37.792472,-122.425281
60447,1945 Washington Street #404,94109,2008-07-08,740000,3,956,2178,1987,1,37.792472,-122.425281
73170,1947 Quint Street,94124,2008-04-22,520000,2,1100,2500,1940,0,37.733316,-122.399731
56996,195 7th Street #405,94103,2008-08-01,250000,NA,NA,NA,1991,1,37.778092,-122.40941
18712,195 Dalewood Way,94127,2009-03-20,780000,3,1503,4532,1963,0,37.737703,-122.456503
64191,195 Gates Street,94110,2008-06-17,880000,NA,NA,NA,1924,0,37.740395,-122.413726
66909,195 Ney Street,94112,2008-05-30,600000,NA,NA,NA,1913,0,37.730314,-122.426229
72624,195 Ralston Street,94132,2008-04-25,450000,NA,NA,NA,1927,0,37.715987,-122.469151
54268,195 Tucker Avenue,94134,2008-08-20,585000,0,1162,1624,1961,0,37.716313,-122.407963
57472,1950 Lombard Street,94123,2008-07-30,2200000,3,1752,NA,1906,0,37.800291,-122.433613
23770,1951 Webster Street,94115,2009-02-13,1945000,0,1885,1401,1900,0,37.788799,-122.432395
52890,1955 10th Avenue,94116,2008-08-27,700000,2,952,1500,1920,0,37.751832,-122.466757
36437,1955 35th Avenue,94116,2008-11-19,780000,0,1378,2996,1943,0,37.750609,-122.493574
75605,1955 44th Avenue,94116,2008-04-03,605000,NA,NA,NA,1947,0,37.750145,-122.50339
56149,1955 Beach Street,94123,2008-08-08,649000,0,5824,3210,1934,0,37.803689,-122.441245
40468,1960 Hayes Street #1,94117,2008-10-28,845000,1,1620,NA,1989,1,37.773743,-122.448703
42769,1967 Broadway,94109,2008-10-15,1249000,3,1930,NA,1895,0,37.794679,-122.429378
68670,1970 Sacramento Street #101,94109,2008-05-21,775000,NA,NA,NA,1950,1,37.791213,-122.425281
25059,1971 Geneva Avenue,94134,2009-02-03,432000,2,978,1873,1944,0,37.709068,-122.421795
66015,1979 Broadway,94109,2008-06-05,2300000,2,1459,NA,1925,0,37.794684,-122.429568
18663,1985 16th Avenue,94116,2009-03-20,949000,3,2250,3333,1935,0,37.751043,-122.47321
1869,1987 18th Avenue,94116,2009-06-29,400000,0,1325,2700,1926,0,37.750919,-122.475329
78642,199 New Montgomery Street,94105,2008-03-13,590000,NA,NA,NA,NA,0,37.786602,-122.399104
888,199 New Montgomery Street,94105,2009-07-02,507000,0,702,NA,NA,0,37.786244,-122.398991
46118,199 New Montgomery Street,94105,2008-09-30,885000,0,1148,NA,NA,0,37.786602,-122.399104
53015,199 New Montgomery Street #1409,94105,2008-08-26,680000,1,702,NA,2004,1,37.786602,-122.399104
51084,199 New Montgomery Street #206,94105,2008-09-03,608000,1,793,NA,NA,1,37.786602,-122.399104
419,199 New Montgomery Street #505,94105,2009-07-08,510000,1,794,NA,2004,1,37.786244,-122.398991
22577,199 New Montgomery Street #706,94105,2009-02-24,499000,0,787,NA,2004,1,37.786602,-122.399104
75113,199 Tiffany Avenue #207,94110,2008-04-08,699000,2,1248,NA,NA,1,37.7439968,-122.4219363
62723,199 Tiffany Avenue #403,94110,2008-06-25,650000,2,1035,NA,NA,1,37.7439968,-122.4219363
50083,1995 19th Avenue,94116,2008-09-09,700000,0,1290,2186,1926,0,37.750645,-122.476487
15684,1998 Broadway #404,94109,2009-04-09,810000,2,980,NA,1964,1,37.795026,-122.429826
42253,1998 Pacific Avenue #105,94109,2008-10-17,775500,4,1020,9239,1964,1,37.794491,-122.427977
24521,2 Edgehill Way,94127,2009-02-06,1115000,0,2774,4726,1924,0,37.743662,-122.460167
74699,2 Fallon Place #6,94133,2008-04-11,629000,1,640,NA,1980,1,37.7977266,-122.4132211
16335,2 McCarthy Avenue,94134,2009-04-06,320000,0,1726,1403,1962,0,37.710567,-122.414031
38829,2 Portola Drive,94131,2008-11-04,877000,3,1177,1829,1948,0,37.750344,-122.443918
61768,20 Ashbury Street,94117,2008-06-30,1235000,NA,NA,NA,1920,0,37.775373,-122.447724
38215,20 Beideman Street #105,94115,2008-11-07,635000,2,960,NA,1989,1,37.781873,-122.438147
46119,20 Idora Avenue,94127,2008-09-30,885000,0,1503,3114,1941,0,37.745658,-122.455149
73881,200 Brannan Street #102,94107,2008-04-17,1095000,2,1362,NA,2004,1,37.7836178,-122.3898812
72665,200 Brannan Street #109,94107,2008-04-25,1185000,2,1621,NA,2004,1,37.7836178,-122.3898812
20968,200 Brannan Street #119,94107,2009-03-05,520000,1,947,NA,2004,1,37.7836178,-122.3898812
66675,200 Brannan Street #123,94107,2008-05-30,630000,1,881,NA,2004,1,37.7836178,-122.3898812
55,200 Brannan Street #218,94107,2009-07-14,580000,1,850,NA,2004,1,37.783576,-122.390111
36826,200 Brannan Street #310,94107,2008-11-18,1000000,1,1525,NA,2004,1,37.783576,-122.390111
69043,200 Brannan Street #324,94107,2008-05-19,1620000,2,1939,NA,2004,1,37.7836178,-122.3898812
73502,200 Brannan Street #425,94107,2008-04-18,699000,1,976,NA,2004,1,37.7836178,-122.3898812
870,200 Genebern Way,94112,2009-07-02,815000,0,1540,3672,1940,0,37.732811,-122.425261
20738,200 Kenwood Way,94127,2009-03-06,840000,0,2939,3933,1929,0,37.728273,-122.462825
57773,200 Munich Street,94112,2008-07-29,600000,NA,NA,NA,1952,0,37.722324,-122.425893
77306,200 Topeka Avenue,94124,2008-03-25,550000,3,1200,3223,1941,0,37.733015,-122.397543
48757,2001 McAllister Street,94118,2008-09-17,755000,2,1021,NA,2002,0,37.7769376,-122.4449856
56999,2001 McAllister Street #131,94118,2008-08-01,550000,1,658,NA,2002,1,37.776805,-122.44513
6660,2001 McAllister Street #152,94118,2009-06-03,700000,2,990,NA,2002,1,37.776805,-122.44513
66402,2001 McAllister Street #242,94118,2008-06-03,575000,1,715,NA,2002,1,37.7769376,-122.4449856
75607,2001 McAllister Street #325,94118,2008-04-03,727500,2,1026,NA,2002,1,37.7769376,-122.4449856
7179,2001 Sacramento Street #6,94109,2009-06-01,1118000,3,1912,1960,1900,1,37.790744,-122.425943
36303,2002 3rd Street #112,94107,2008-11-20,519000,0,776,NA,2002,1,37.764153,-122.389106
72613,2002 3rd Street #114,94107,2008-04-25,515000,NA,NA,NA,2002,1,37.7642629,-122.3889739
2883,2005 Buchanan Street,94115,2009-06-23,887000,0,2436,2230,1900,0,37.788485,-122.430509
70642,2006 24th Avenue,94116,2008-05-07,685000,3,977,1437,1943,0,37.750071,-122.481335
64388,201 Arkansas Street,94107,2008-06-16,1299000,3,1903,2063,1923,0,37.763625,-122.398304
39762,201 College Avenue,94112,2008-10-31,1215000,0,1776,4534,1936,0,37.735278,-122.424283
44156,201 Harrison Street #1026,94105,2008-10-08,539000,1,742,NA,1991,1,37.7881539,-122.3903183
74387,201 Harrison Street #1030,94105,2008-04-14,365000,NA,NA,NA,1991,1,37.7881539,-122.3903183
75885,201 Harrison Street #1124,94105,2008-04-01,400000,NA,NA,NA,1991,1,37.7881539,-122.3903183
24301,201 Harrison Street #210,94105,2009-02-10,530000,2,784,NA,1991,1,37.7881539,-122.3903183
73604,201 Harrison Street #216,94105,2008-04-18,520000,1,719,NA,1991,1,37.7881539,-122.3903183
30254,201 Harrison Street #927,94105,2008-12-24,760000,2,1105,NA,1991,1,37.7881539,-122.3903183
32657,201 Miguel Street,94131,2008-12-11,700000,0,2690,1807,1912,0,37.737725,-122.428032
33311,201 Pelican Cove Terrace,94134,2008-12-08,626000,NA,NA,NA,NA,0,NA,NA
74552,201 Sansome Street,94104,2008-04-11,860000,2,897,NA,1909,0,37.792257,-122.401242
70888,201 Sansome Street,94104,2008-05-06,582500,1,658,NA,1909,0,37.792257,-122.401242
78296,2011 3rd Street #6,94107,2008-03-14,632500,NA,NA,NA,1997,1,37.763948,-122.388482
60522,2011 Buchanan Street,94115,2008-07-07,1352000,3,1200,6200,1999,0,37.788841,-122.430716
68745,2016 Fell Street,94117,2008-05-20,940000,NA,NA,NA,1909,0,37.7723336,-122.4511894
68017,2018 18th Avenue,94116,2008-05-23,900000,2,1425,2815,1927,0,37.750153,-122.474802
40465,2018 30th Avenue,94116,2008-10-28,660000,0,991,2996,1943,0,37.749529,-122.487806
15931,2019 19th Street,94107,2009-04-08,780000,0,1351,NA,1900,0,37.760787,-122.402755
54369,202 San Marcos Avenue,94116,2008-08-19,525000,0,NA,3702,NA,0,37.747088,-122.46511
78609,2021 Moraga Street,94122,2008-03-13,735000,2,1036,2500,1951,0,37.755512,-122.484536
68744,2021 Webster Street,94115,2008-05-20,2425000,4,2260,1804,1900,0,37.789791,-122.432598
80836,2023 17th Avenue,94116,2008-02-27,899000,NA,NA,NA,1928,0,37.750076,-122.474355
33035,2023 42nd Avenue,94116,2008-12-10,740000,0,1214,3000,1948,0,37.748921,-122.50115
65796,2024 Ortega Street,94122,2008-06-06,685000,2,1115,1853,1939,0,37.752188,-122.485423
80834,2027 Market Street #8,94114,2008-02-27,800000,2,1203,NA,1995,1,37.768469,-122.427419
18523,2029 Fulton Street,94117,2009-03-23,1600000,0,3410,3436,1926,0,37.775191,-122.450227
81415,2030 3rd Street #15,94107,2008-02-20,729000,NA,NA,NA,1999,1,37.76366,-122.389134
9340,2030 3rd Street #17,94107,2009-05-21,734000,1,1547,NA,1999,1,37.763865,-122.389091
71357,2034 Lake Street,94121,2008-05-01,2500000,4,2300,2500,1907,0,37.786159,-122.481504
28574,2039 Palou Avenue,94124,2009-01-07,322000,4,1091,2495,1944,0,37.738428,-122.399284
61756,2040 Franklin Street #705,94109,2008-06-30,670000,NA,NA,NA,1966,1,37.793519,-122.424316
49928,2040 Jackson Street,94109,2008-09-10,5200000,0,4903,4787,1929,0,37.793474,-122.428815
37951,2040 Laguna Street #202,94115,2008-11-10,680000,2,1020,NA,1981,1,37.789949,-122.428802
71146,2043 San Jose Avenue,94112,2008-05-02,640000,NA,NA,NA,1924,0,37.724052,-122.443438
70641,2044 Divisadero Street,94115,2008-05-07,2125000,4,3030,2977,1900,0,37.78877,-122.440241
47498,2045 Quesada Avenue,94124,2008-09-23,927000,5,3326,NA,2005,0,37.7369316,-122.3978271
66751,2046 Greenwich Street #1,94123,2008-05-30,769000,NA,NA,NA,1900,1,37.79946,-122.433464
23441,2046 Greenwich Street #3,94123,2009-02-18,1275000,0,1418,NA,1900,1,37.79946,-122.433464
59959,2050 Divisadero Street #3,94115,2008-07-10,1245000,NA,NA,NA,1997,1,37.788842,-122.440255
44174,2055 30th Avenue,94116,2008-10-08,812500,2,1511,2996,1941,0,37.74894,-122.488252
10632,206 Noe Street,94114,2009-05-14,1025000,0,4100,1450,1923,0,37.765639,-122.433478
7891,206 Sadowa Street,94112,2009-05-29,510500,0,1052,2495,1937,0,37.712448,-122.459595
10060,2060 Sutter Street #409,94115,2009-05-18,670000,2,1060,NA,1984,1,37.785944,-122.4345238
69046,2060 Union Street #3,94123,2008-05-19,680000,1,670,NA,1904,1,37.79766,-122.433257
26246,2062 21st Avenue,94116,2009-01-27,610000,0,1290,2996,1931,0,37.749258,-122.477944
41779,2063 29th Avenue,94116,2008-10-21,808000,0,1175,2996,1939,0,37.748851,-122.487171
32663,2065 Larkin Street,94109,2008-12-11,769000,0,1186,NA,1910,0,37.7969899,-122.4203368
53527,2068 3rd Street #12,94107,2008-08-22,705000,1,1476,NA,1999,1,37.763451,-122.389114
61226,2069 Golden Gate Avenue,94115,2008-07-01,890000,3,1850,6970,1900,0,37.7779387,-122.4446674
67324,207 14th Avenue,94118,2008-05-29,1325000,NA,NA,NA,1915,0,37.784196,-122.473386
59442,207 18th Avenue,94121,2008-07-15,733000,5,3118,6970,1923,0,37.784001,-122.47777
61775,207 Claremont Boulevard,94127,2008-06-30,1049000,NA,NA,NA,1925,0,37.741948,-122.463756
66911,207 Edinburgh Street,94112,2008-05-30,715000,NA,NA,NA,1928,0,37.725618,-122.428343
52624,207 Mangels Avenue,94131,2008-08-28,600000,0,916,1875,1957,0,37.732983,-122.442394
40041,2070 18th Avenue,94116,2008-10-30,1050000,3,2300,3000,1937,0,37.749315,-122.474872
54958,2070 McAllister Street,94118,2008-08-15,1100000,0,3760,3436,1902,0,37.777093,-122.446134
21808,2072 15th Avenue,94116,2009-02-27,650000,0,1456,4095,1946,0,37.749631,-122.471502
6039,2075 Sutter Street,94115,2009-06-05,728000,2,1104,NA,1992,0,37.785817,-122.434384
61227,2075 Sutter Street #235,94115,2008-07-01,801000,4,1874,6970,1992,1,37.785647,-122.434462
11360,208 Anza Street,94118,2009-05-08,750000,0,688,NA,1905,0,37.780895,-122.4490654
14100,208 Glenview Drive,94131,2009-04-22,1058000,0,1175,3031,NA,0,37.748234,-122.44691
37688,208 Kenwood Way,94127,2008-11-13,1350000,0,1820,4011,1929,0,37.72821,-122.463084
16975,208 North Lake Merced Hills #4B,94132,2009-03-31,490000,NA,NA,NA,NA,1,37.711902,-122.484378
7180,208 Surrey Street,94131,2009-06-01,865000,2,1465,2495,1908,0,37.73576,-122.4354
29687,2083 41st Avenue,94116,2008-12-29,675000,2,905,1750,1951,0,37.747944,-122.499921
5007,2084 Silver Avenue,94124,2009-06-12,495000,0,1734,1507,1950,0,37.735848,-122.399468
59067,209 Chattanooga Street,94114,2008-07-23,875000,4,1440,6969,1900,0,37.753086,-122.426275
10059,209 Sagamore Street,94112,2009-05-18,350000,0,1100,2121,1940,0,37.71113,-122.459496
10869,209 Shields Street,94132,2009-05-13,508000,0,1362,2495,1962,0,37.717718,-122.464674
44670,209 Stillings Avenue,94131,2008-10-03,952000,3,1450,2500,NA,0,37.734338,-122.444561
48039,2090 Pacific Avenue #206,94109,2008-09-19,620000,0,740,NA,1928,1,37.79431,-122.42961
23583,21 Farnum Street,94131,2009-02-17,749000,0,1179,2504,1950,0,37.73992,-122.434075
25578,21 Shawnee Avenue,94112,2009-01-30,650000,0,1325,2186,1935,0,37.717625,-122.445707
70889,21 Theresa Street,94112,2008-05-06,725000,4,1450,3746,1917,0,37.727801,-122.433041
33533,21 Vasquez Avenue,94127,2008-12-05,1085000,2,1628,3998,1924,0,37.746123,-122.457269
50900,210 Day Street,94131,2008-09-04,950000,0,1256,NA,NA,0,37.7428924,-122.4271184
67314,210 Holladay Avenue #V,94110,2008-05-29,400000,NA,NA,NA,NA,1,37.74637,-122.405451
39809,210 Pelican Cove Terrace,94134,2008-10-31,662500,NA,NA,NA,NA,0,37.720119,-122.409424
67319,2100 27th Avenue,94116,2008-05-29,690000,NA,NA,NA,1950,0,37.748135,-122.484402
53537,2100 Baker Street,94115,2008-08-22,1500000,4,2492,2200,1900,0,37.790582,-122.444166
22579,2100 Hyde Street,94109,2009-02-24,1575000,2,1356,NA,1996,0,37.800317,-122.419045
3830,2102 Castro Street,94131,2009-06-18,737000,0,790,2626,1910,0,37.744782,-122.433546
44154,2104 Bryant Street,94110,2008-10-08,530000,0,645,1572,1906,0,37.760277,-122.410225
63423,2104 Castro Street,94131,2008-06-20,850000,NA,NA,NA,1910,0,37.744617,-122.433766
54264,2107 32nd Avenue,94116,2008-08-20,780000,0,1603,2374,1940,0,37.747813,-122.490281
57310,211 Arleta Avenue,94134,2008-07-31,600000,3,1775,2500,1947,0,37.713874,-122.407226
72296,211 Edgewood Avenue,94117,2008-04-29,2050000,2,1639,2787,1907,0,37.761946,-122.455286
434,211 Oak Park Drive,94131,2009-07-08,870000,0,1408,2857,1959,0,37.75518,-122.45661
20515,2112 Thomas Avenue,94124,2009-03-09,272500,0,1150,2495,1950,0,37.735952,-122.400491
78603,2114 47th Avenue,94116,2008-03-13,705000,NA,NA,NA,1939,0,37.746983,-122.505799
78503,2114 Divisadero Street,94115,2008-03-14,1325000,2,1340,2178,1898,0,37.789505,-122.440444
41784,2115 Judah Street,94122,2008-10-21,955000,0,3050,2495,1949,0,37.761107,-122.484842
39820,212 Amherst Street,94134,2008-10-30,625000,0,1125,NA,1974,0,37.726787,-122.416506
49176,212 Bennington Street,94110,2008-09-15,710000,2,1325,2500,1925,0,37.738205,-122.41819
33154,2121 Laguna Street #6,94115,2008-12-09,730000,0,870,NA,1960,1,37.790941,-122.429551
51521,2121 Taylor Street #1,94133,2008-08-29,709000,2,1100,NA,1981,1,37.801983,-122.414912
74779,2124 Hyde Street #3,94109,2008-04-10,649000,NA,NA,NA,NA,1,37.800571,-122.419097
73940,2124 Hyde Street #4,94109,2008-04-16,659000,NA,NA,NA,NA,1,37.800571,-122.419097
